,statement,test_list,guiding_assertion,fname
299,Write a function to remove leading zeroes from an ip address.,"['assert removezero_ip(""216.08.094.196"")==(\'216.8.94.196\')', 'assert removezero_ip(""12.01.024"")==(\'12.1.24\')', 'assert removezero_ip(""216.08.094.0196"")==(\'216.8.94.196\')']","assert removezero_ip(""216.08.094.196"")==('216.8.94.196')",removezero_ip
300,Write a function to find the difference of the first even and first odd number of a given list.,"['assert diff_even_odd([1,3,5,7,4,1,6,8])==3', 'assert diff_even_odd([1,2,3,4,5,6,7,8,9,10])==1', 'assert diff_even_odd([1,5,7,9,10])==9']","assert diff_even_odd([1,3,5,7,4,1,6,8])==3",diff_even_odd
301,Write a python function to count minimum number of swaps required to convert one binary number represented as a string to another.,"['assert min_Swaps(""1101"",""1110"") == 1', 'assert min_Swaps(""111"",""000"") == ""Not Possible""', 'assert min_Swaps(""111"",""110"") == ""Not Possible""']","assert min_Swaps(""1101"",""1110"") == 1",min_Swaps
302,Write a function to find the size in bytes of the given tuple.,"['assert tuple_size((""A"", 1, ""B"", 2, ""C"", 3) ) == sys.getsizeof((""A"", 1, ""B"", 2, ""C"", 3))', 'assert tuple_size((1, ""Raju"", 2, ""Nikhil"", 3, ""Deepanshu"") ) == sys.getsizeof((1, ""Raju"", 2, ""Nikhil"", 3, ""Deepanshu""))', 'assert tuple_size(((1, ""Lion""), ( 2, ""Tiger""), (3, ""Fox""), (4, ""Wolf""))  ) == sys.getsizeof(((1, ""Lion""), ( 2, ""Tiger""), (3, ""Fox""), (4, ""Wolf"")))']","assert tuple_size((""A"", 1, ""B"", 2, ""C"", 3) ) == sys.getsizeof((""A"", 1, ""B"", 2, ""C"", 3))",tuple_size
303,Write a function to find kth element from the given two sorted arrays.,"['assert find_kth([2, 3, 6, 7, 9], [1, 4, 8, 10], 5) == 6', 'assert find_kth([100, 112, 256, 349, 770], [72, 86, 113, 119, 265, 445, 892], 7) == 256', 'assert find_kth([3, 4, 7, 8, 10], [2, 5, 9, 11], 6) == 8']","assert find_kth([2, 3, 6, 7, 9], [1, 4, 8, 10], 5) == 6",find_kth
304,Write a function to check whether the given number is armstrong or not.,"['assert armstrong_number(153)==True', 'assert armstrong_number(259)==False', 'assert armstrong_number(4458)==False']",assert armstrong_number(153)==True,armstrong_number
305,Write a function to find sum and average of first n natural numbers.,"['assert sum_average(10)==(55, 5.5)', 'assert sum_average(15)==(120, 8.0)', 'assert sum_average(20)==(210, 10.5)']","assert sum_average(10)==(55, 5.5)",sum_average
306,Write a python function to check whether the given number is even or not.,"['assert is_Even(1) == False', 'assert is_Even(2) == True', 'assert is_Even(3) == False']",assert is_Even(1) == False,is_Even
307,Write a python function to find the first repeated character in a given string.,"['assert first_repeated_char(""abcabc"") == ""a""', 'assert first_repeated_char(""abc"") == None', 'assert first_repeated_char(""123123"") == ""1""']","assert first_repeated_char(""abcabc"") == ""a""",first_repeated_char
308,Write a function to get all lucid numbers smaller than or equal to a given integer.,"['assert get_ludic(10) == [1, 2, 3, 5, 7]', 'assert get_ludic(25) == [1, 2, 3, 5, 7, 11, 13, 17, 23, 25]', 'assert get_ludic(45) == [1, 2, 3, 5, 7, 11, 13, 17, 23, 25, 29, 37, 41, 43]']","assert get_ludic(10) == [1, 2, 3, 5, 7]",get_ludic
309,Write a function to reverse words seperated by spaces in a given string.,"['assert reverse_words(""python program"")==(""program python"")', 'assert reverse_words(""java language"")==(""language java"")', 'assert reverse_words(""indian man"")==(""man indian"")']","assert reverse_words(""python program"")==(""program python"")",reverse_words
310,Write a function to check if the given integer is a prime number.,"['assert prime_num(13)==True', 'assert prime_num(7)==True', 'assert prime_num(-1010)==False']",assert prime_num(13)==True,prime_num
311,Write a function to convert degrees to radians.,"['assert radian_degree(90)==1.5707963267948966', 'assert radian_degree(60)==1.0471975511965976', 'assert radian_degree(120)==2.0943951023931953']",assert radian_degree(90)==1.5707963267948966,radian_degree
312,"Write a function to search a string for a regex pattern. The function should return the matching subtring, a start index and an end index.","[""assert find_literals('The quick brown fox jumps over the lazy dog.', 'fox') == ('fox', 16, 19)"", ""assert find_literals('Its been a very crazy procedure right', 'crazy') == ('crazy', 16, 21)"", ""assert find_literals('Hardest choices required strongest will', 'will') == ('will', 35, 39)""]","assert find_literals('The quick brown fox jumps over the lazy dog.', 'fox') == ('fox', 16, 19)",find_literals
313,Write a python function to find nth bell number.,"['assert bell_Number(2) == 2', 'assert bell_Number(3) == 5', 'assert bell_Number(4) == 15']",assert bell_Number(2) == 2,bell_Number
314,"Write a python function which takes a list and returns a list with the same elements, but the k'th element removed.","['assert remove_kth_element([1,1,2,3,4,4,5,1],3)==[1, 1, 3, 4, 4, 5, 1]', 'assert remove_kth_element([0, 0, 1, 2, 3, 4, 4, 5, 6, 6, 6, 7, 8, 9, 4, 4],4)==[0, 0, 1, 3, 4, 4, 5, 6, 6, 6, 7, 8, 9, 4, 4]', 'assert remove_kth_element([10, 10, 15, 19, 18, 18, 17, 26, 26, 17, 18, 10],5)==[10,10,15,19, 18, 17, 26, 26, 17, 18, 10]']","assert remove_kth_element([1,1,2,3,4,4,5,1],3)==[1, 1, 3, 4, 4, 5, 1]",remove_kth_element
315,Write a function which given a matrix represented as a list of lists returns the max of the n'th column.,"['assert max_of_nth([[5, 6, 7], [1, 3, 5], [8, 9, 19]], 2) == 19', 'assert max_of_nth([[6, 7, 8], [2, 4, 6], [9, 10, 20]], 1) == 10', 'assert max_of_nth([[7, 8, 9], [3, 5, 7], [10, 11, 21]], 1) == 11']","assert max_of_nth([[5, 6, 7], [1, 3, 5], [8, 9, 19]], 2) == 19",max_of_nth
316,"Write a python function which takes a list of lists, where each sublist has two elements, and returns a list of two lists where the first list has the first element of each sublist and the second one has the second.","[""assert merge([['x', 'y'], ['a', 'b'], ['m', 'n']]) == [['x', 'a', 'm'], ['y', 'b', 'n']]"", 'assert merge([[1, 2], [3, 4], [5, 6], [7, 8]]) == [[1, 3, 5, 7], [2, 4, 6, 8]]', ""assert merge([['x', 'y','z' ], ['a', 'b','c'], ['m', 'n','o']]) == [['x', 'a', 'm'], ['y', 'b', 'n'],['z', 'c','o']]""]","assert merge([['x', 'y'], ['a', 'b'], ['m', 'n']]) == [['x', 'a', 'm'], ['y', 'b', 'n']]",merge
317,Write a function to find the cumulative sum of all the values that are present in the given tuple list.,"['assert cummulative_sum([(1, 3), (5, 6, 7), (2, 6)]) == 30', 'assert cummulative_sum([(2, 4), (6, 7, 8), (3, 7)]) == 37', 'assert cummulative_sum([(3, 5), (7, 8, 9), (4, 8)]) == 44']","assert cummulative_sum([(1, 3), (5, 6, 7), (2, 6)]) == 30",cummulative_sum
318,Write a function which takes a tuple of tuples and returns the average value for each tuple as a list.,"['assert average_tuple(((10, 10, 10, 12), (30, 45, 56, 45), (81, 80, 39, 32), (1, 2, 3, 4)))==[30.5, 34.25, 27.0, 23.25]', 'assert average_tuple(((1, 1, -5), (30, -15, 56), (81, -60, -39), (-10, 2, 3)))== [25.5, -18.0, 3.75]', 'assert average_tuple( ((100, 100, 100, 120), (300, 450, 560, 450), (810, 800, 390, 320), (10, 20, 30, 40)))==[305.0, 342.5, 270.0, 232.5]']","assert average_tuple(((10, 10, 10, 12), (30, 45, 56, 45), (81, 80, 39, 32), (1, 2, 3, 4)))==[30.5, 34.25, 27.0, 23.25]",average_tuple
319,Write a function which takes two tuples of the same length and performs the element wise modulo.,"['assert tuple_modulo((10, 4, 5, 6), (5, 6, 7, 5)) == (0, 4, 5, 1)', 'assert tuple_modulo((11, 5, 6, 7), (6, 7, 8, 6)) == (5, 5, 6, 1)', 'assert tuple_modulo((12, 6, 7, 8), (7, 8, 9, 7)) == (5, 6, 7, 1)']","assert tuple_modulo((10, 4, 5, 6), (5, 6, 7, 5)) == (0, 4, 5, 1)",tuple_modulo
320,"Write a function to check for the number of jumps required of given length to reach a point of form (d, 0) from origin in a 2d plane.","['assert min_Jumps((3,4),11)==3.5', 'assert min_Jumps((3,4),0)==0', 'assert min_Jumps((11,14),11)==1']","assert min_Jumps((3,4),11)==3.5",min_Jumps
321,Write a function to divide two lists element wise.,"['assert div_list([4,5,6],[1, 2, 3])==[4.0,2.5,2.0]', 'assert div_list([3,2],[1,4])==[3.0, 0.5]', 'assert div_list([90,120],[50,70])==[1.8, 1.7142857142857142]']","assert div_list([4,5,6],[1, 2, 3])==[4.0,2.5,2.0]",div_list
322,Write a function to move all the numbers to the end of the given string.,"[""assert move_num('I1love143you55three3000thousand') == 'Iloveyouthreethousand1143553000'"", ""assert move_num('Avengers124Assemble') == 'AvengersAssemble124'"", ""assert move_num('Its11our12path13to14see15things16do17things') == 'Itsourpathtoseethingsdothings11121314151617'""]",assert move_num('I1love143you55three3000thousand') == 'Iloveyouthreethousand1143553000',move_num
323,Write a function to find the size of the largest subset of a list of numbers so that every pair is divisible.,"['assert largest_subset([ 1, 3, 6, 13, 17, 18 ]) == 4', 'assert largest_subset([10, 5, 3, 15, 20]) == 3', 'assert largest_subset([18, 1, 3, 6, 13, 17]) == 4']","assert largest_subset([ 1, 3, 6, 13, 17, 18 ]) == 4",largest_subset
324,Write a function to find the median of two sorted lists of same size.,"['assert get_median([1, 12, 15, 26, 38], [2, 13, 17, 30, 45], 5) == 16.0', 'assert get_median([2, 4, 8, 9], [7, 13, 19, 28], 4) == 8.5', 'assert get_median([3, 6, 14, 23, 36, 42], [2, 18, 27, 39, 49, 55], 6) == 25.0']","assert get_median([1, 12, 15, 26, 38], [2, 13, 17, 30, 45], 5) == 16.0",get_median
325,Write a function to compute the n-th power of each number in a list.,"['assert nth_nums([1, 2, 3, 4, 5, 6, 7, 8, 9, 10],2)==[1, 4, 9, 16, 25, 36, 49, 64, 81, 100]', 'assert nth_nums([10,20,30],3)==([1000, 8000, 27000])', 'assert nth_nums([12,15],5)==([248832, 759375])']","assert nth_nums([1, 2, 3, 4, 5, 6, 7, 8, 9, 10],2)==[1, 4, 9, 16, 25, 36, 49, 64, 81, 100]",nth_nums
326,Write a python function to convert a given string to uppercase.,"['assert is_upper(""person"") ==""PERSON""', 'assert is_upper(""final"") == ""FINAL""', 'assert is_upper(""Valid"") == ""VALID""']","assert is_upper(""person"") ==""PERSON""",is_upper
327,Write a python function to interchange the first and last element in a given list.,"['assert swap_List([1,2,3]) == [3,2,1]', 'assert swap_List([1,2,3,4,4]) == [4,2,3,4,1]', 'assert swap_List([4,5,6]) == [6,5,4]']","assert swap_List([1,2,3]) == [3,2,1]",swap_List
328,Write a python function to find the area of the largest triangle that can be inscribed in a semicircle with a given radius.,"['assert triangle_area(-1) == None', 'assert triangle_area(0) == 0', 'assert triangle_area(2) == 4']",assert triangle_area(-1) == None,triangle_area
329,Write a python function to find the smallest missing number from a sorted list of natural numbers.,"['assert find_First_Missing([0,1,2,3]) == 4', 'assert find_First_Missing([0,1,2,6,9]) == 3', 'assert find_First_Missing([2,3,5,8,9]) == 0']","assert find_First_Missing([0,1,2,3]) == 4",find_First_Missing
330,Write a function to replace all spaces in the given string with '%20'.,"['assert replace_spaces(""My Name is Dawood"") == \'My%20Name%20is%20Dawood\'', 'assert replace_spaces(""I am a Programmer"") == \'I%20am%20a%20Programmer\'', 'assert replace_spaces(""I love Coding"") == \'I%20love%20Coding\'']","assert replace_spaces(""My Name is Dawood"") == 'My%20Name%20is%20Dawood'",replace_spaces
331,Write a python function to find even numbers from a list of numbers.,"['assert Split([1,2,3,4,5]) == [2,4]', 'assert Split([4,5,6,7,8,0,1]) == [4,6,8,0]', 'assert Split ([8,12,15,19]) == [8,12]']","assert Split([1,2,3,4,5]) == [2,4]",Split
332,Write a function to extract all the adjacent coordinates of the given coordinate tuple.,"['assert get_coordinates((3, 4)) == [[2, 3], [2, 4], [2, 5], [3, 3], [3, 4], [3, 5], [4, 3], [4, 4], [4, 5]]', 'assert get_coordinates((4, 5)) ==[[3, 4], [3, 5], [3, 6], [4, 4], [4, 5], [4, 6], [5, 4], [5, 5], [5, 6]]', 'assert get_coordinates((5, 6)) == [[4, 5], [4, 6], [4, 7], [5, 5], [5, 6], [5, 7], [6, 5], [6, 6], [6, 7]]']","assert get_coordinates((3, 4)) == [[2, 3], [2, 4], [2, 5], [3, 3], [3, 4], [3, 5], [4, 3], [4, 4], [4, 5]]",get_coordinates
333,Write a function to replace whitespaces with an underscore and vice versa in a given string.,"[""assert replace_spaces('Jumanji The Jungle') == 'Jumanji_The_Jungle'"", ""assert replace_spaces('The_Avengers') == 'The Avengers'"", ""assert replace_spaces('Fast and Furious') == 'Fast_and_Furious'""]",assert replace_spaces('Jumanji The Jungle') == 'Jumanji_The_Jungle',replace_spaces
334,Write a python function to move all zeroes to the end of the given list.,"['assert move_zero([1,0,2,0,3,4]) == [1,2,3,4,0,0]', 'assert move_zero([2,3,2,0,0,4,0,5,0]) == [2,3,2,4,5,0,0,0,0]', 'assert move_zero([0,1,0,1,1]) == [1,1,1,0,0]']","assert move_zero([1,0,2,0,3,4]) == [1,2,3,4,0,0]",move_zero
335,Write a python function to find the sum of xor of all pairs of numbers in the given list.,"['assert pair_xor_Sum([5,9,7,6],4) == 47', 'assert pair_xor_Sum([7,3,5],3) == 12', 'assert pair_xor_Sum([7,3],2) == 4']","assert pair_xor_Sum([5,9,7,6],4) == 47",pair_xor_Sum
336,Write a function to sort the given list.,"['assert heap_sort([1, 3, 5, 7, 9, 2, 4, 6, 8, 0])==[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]', 'assert heap_sort([25, 35, 22, 85, 14, 65, 75, 25, 58])==[14, 22, 25, 25, 35, 58, 65, 75, 85]', 'assert heap_sort( [7, 1, 9, 5])==[1,5,7,9]']","assert heap_sort([1, 3, 5, 7, 9, 2, 4, 6, 8, 0])==[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",heap_sort
337,Write a function to check whether the given amount has no profit and no loss,"['assert noprofit_noloss(1500,1200)==False', 'assert noprofit_noloss(100,100)==True', 'assert noprofit_noloss(2000,5000)==False']","assert noprofit_noloss(1500,1200)==False",noprofit_noloss
338,Write a function to calculate the wind chill index rounded to the next integer given the wind velocity in km/h and a temperature in celsius.,"['assert wind_chill(120,35)==40', 'assert wind_chill(40,20)==19', 'assert wind_chill(10,8)==6']","assert wind_chill(120,35)==40",wind_chill
339,Write a function to sum the length of the names of a given list of names after removing the names that start with a lowercase letter.,"[""assert sample_nam(['sally', 'Dylan', 'rebecca', 'Diana', 'Joanne', 'keith'])==16"", 'assert sample_nam([""php"", ""res"", ""Python"", ""abcd"", ""Java"", ""aaa""])==10', 'assert sample_nam([""abcd"", ""Python"", ""abba"", ""aba""])==6']","assert sample_nam(['sally', 'Dylan', 'rebecca', 'Diana', 'Joanne', 'keith'])==16",sample_nam
340,Write a function to remove the parenthesis and what is inbetween them from a string.,"['assert remove_parenthesis([""python (chrome)""])==(""python"")', 'assert remove_parenthesis([""string(.abc)""])==(""string"")', 'assert remove_parenthesis([""alpha(num)""])==(""alpha"")']","assert remove_parenthesis([""python (chrome)""])==(""python"")",remove_parenthesis
341,Write a function to find the nth nonagonal number.,"['assert is_nonagonal(10) == 325', 'assert is_nonagonal(15) == 750', 'assert is_nonagonal(18) == 1089']",assert is_nonagonal(10) == 325,is_nonagonal
342,"Write a function that checks if a strings contains 'z', except at the start and end of the word.","['assert text_match_wordz_middle(""pythonzabc."")==True', 'assert text_match_wordz_middle(""zxyabc."")==False', 'assert text_match_wordz_middle(""  lang  ."")==False']","assert text_match_wordz_middle(""pythonzabc."")==True",text_match_wordz_middle
343,Write a python function to reverse an array upto a given position.,"['assert reverse_Array_Upto_K([1, 2, 3, 4, 5, 6],4) == [4, 3, 2, 1, 5, 6]', 'assert reverse_Array_Upto_K([4, 5, 6, 7], 2) == [5, 4, 6, 7]', 'assert reverse_Array_Upto_K([9, 8, 7, 6, 5],3) == [7, 8, 9, 6, 5]']","assert reverse_Array_Upto_K([1, 2, 3, 4, 5, 6],4) == [4, 3, 2, 1, 5, 6]",reverse_Array_Upto_K
344,Write a function to add a dictionary to the tuple. The output should be a tuple.,"['assert add_dict_to_tuple((4, 5, 6), {""MSAM"" : 1, ""is"" : 2, ""best"" : 3} ) == (4, 5, 6, {\'MSAM\': 1, \'is\': 2, \'best\': 3})', 'assert add_dict_to_tuple((1, 2, 3), {""UTS"" : 2, ""is"" : 3, ""Worst"" : 4} ) == (1, 2, 3, {\'UTS\': 2, \'is\': 3, \'Worst\': 4})', 'assert add_dict_to_tuple((8, 9, 10), {""POS"" : 3, ""is"" : 4, ""Okay"" : 5} ) == (8, 9, 10, {\'POS\': 3, \'is\': 4, \'Okay\': 5})']","assert add_dict_to_tuple((4, 5, 6), {""MSAM"" : 1, ""is"" : 2, ""best"" : 3} ) == (4, 5, 6, {'MSAM': 1, 'is': 2, 'best': 3})",add_dict_to_tuple
345,"Given a square matrix of size N*N given as a list of lists, where each cell is associated with a specific cost. A path is defined as a specific sequence of cells that starts from the top-left cell move only right or down and ends on bottom right cell. We want to find a path with the maximum average over all existing paths. Average is computed as total cost divided by the number of cells visited in the path.","['assert maxAverageOfPath([[1, 2, 3], [6, 5, 4], [7, 3, 9]]) == 5.2', 'assert maxAverageOfPath([[2, 3, 4], [7, 6, 5], [8, 4, 10]]) == 6.2', 'assert maxAverageOfPath([[3, 4, 5], [8, 7, 6], [9, 5, 11]]) == 7.2', 'assert maxAverageOfPath([[1, 2, 3], [4, 5, 6], [7, 8, 9]]) == 5.8']","assert maxAverageOfPath([[1, 2, 3], [6, 5, 4], [7, 3, 9]]) == 5.2",maxAverageOfPath
346,"The input is given as - a dictionary with a student name as a key and a tuple of float (student_height, student_weight) as a value, - minimal height, - minimal weight. Write a function to filter students that have height and weight above the minimum.","[""assert filter_data({'Cierra Vega': (6.2, 70), 'Alden Cantrell': (5.9, 65), 'Kierra Gentry': (6.0, 68), 'Pierre Cox': (5.8, 66)},6.0,70)=={'Cierra Vega': (6.2, 70)}"", ""assert filter_data({'Cierra Vega': (6.2, 70), 'Alden Cantrell': (5.9, 65), 'Kierra Gentry': (6.0, 68), 'Pierre Cox': (5.8, 66)},5.9,67)=={'Cierra Vega': (6.2, 70),'Kierra Gentry': (6.0, 68)}"", ""assert filter_data({'Cierra Vega': (6.2, 70), 'Alden Cantrell': (5.9, 65), 'Kierra Gentry': (6.0, 68), 'Pierre Cox': (5.8, 66)},5.7,64)=={'Cierra Vega': (6.2, 70),'Alden Cantrell': (5.9, 65),'Kierra Gentry': (6.0, 68),'Pierre Cox': (5.8, 66)}""]","assert filter_data({'Cierra Vega': (6.2, 70), 'Alden Cantrell': (5.9, 65), 'Kierra Gentry': (6.0, 68), 'Pierre Cox': (5.8, 66)},6.0,70)=={'Cierra Vega': (6.2, 70)}",filter_data
347,The input is defined as two lists of the same length. Write a function to count indices where the lists have the same values.,"['assert count_same_pair([1, 2, 3, 4, 5, 6, 7, 8],[2, 2, 3, 1, 2, 6, 7, 9])==4', 'assert count_same_pair([0, 1, 2, -1, -5, 6, 0, -3, -2, 3, 4, 6, 8],[2, 1, 2, -1, -5, 6, 4, -3, -2, 3, 4, 6, 8])==11', 'assert count_same_pair([2, 4, -6, -9, 11, -12, 14, -5, 17],[2, 1, 2, -1, -5, 6, 4, -3, -2, 3, 4, 6, 8])==1', 'assert count_same_pair([0, 1, 1, 2],[0, 1, 2, 2])==3']","assert count_same_pair([1, 2, 3, 4, 5, 6, 7, 8],[2, 2, 3, 1, 2, 6, 7, 9])==4",count_same_pair
348,Write a function that takes base and power as arguments and calculate the sum of all digits of the base to the specified power.,"['assert power_base_sum(2,100)==115', 'assert power_base_sum(8,10)==37', 'assert power_base_sum(8,15)==62', 'assert power_base_sum(3,3)==9']","assert power_base_sum(2,100)==115",power_base_sum
349,"Write a function to extract values between quotation marks "" "" of the given string.","['assert extract_quotation(\'Cortex ""A53"" Based ""multi"" tasking ""Processor""\') == [\'A53\', \'multi\', \'Processor\']', 'assert extract_quotation(\'Cast your ""favorite"" entertainment ""apps""\') == [\'favorite\', \'apps\']', 'assert extract_quotation(\'Watch content ""4k Ultra HD"" resolution with ""HDR 10"" Support\') == [\'4k Ultra HD\', \'HDR 10\']', 'assert extract_quotation(""Watch content \'4k Ultra HD\' resolution with \'HDR 10\' Support"") == []']","assert extract_quotation('Cortex ""A53"" Based ""multi"" tasking ""Processor""') == ['A53', 'multi', 'Processor']",extract_quotation
350,"Write a function that takes as input a tuple of numbers (t_1,...,t_{N+1}) and returns a tuple of length N where the i-th element of the tuple is equal to t_i * t_{i+1}.","['assert multiply_elements((1, 5, 7, 8, 10)) == (5, 35, 56, 80)', 'assert multiply_elements((2, 4, 5, 6, 7)) == (8, 20, 30, 42)', 'assert multiply_elements((12, 13, 14, 9, 15)) == (156, 182, 126, 135)', 'assert multiply_elements((12,)) == ()']","assert multiply_elements((1, 5, 7, 8, 10)) == (5, 35, 56, 80)",multiply_elements
351,"Write a function takes as input two lists [a_1,...,a_n], [b_1,...,b_n] and returns [a_1+b_1,...,a_n+b_n].","['assert sum_list([10,20,30],[15,25,35])==[25,45,65]', 'assert sum_list([1,2,3],[5,6,7])==[6,8,10]', 'assert sum_list([15,20,30],[15,45,75])==[30,65,105]']","assert sum_list([10,20,30],[15,25,35])==[25,45,65]",sum_list
352,Write a function to remove consecutive duplicates of a given list.,"['assert consecutive_duplicates([0, 0, 1, 2, 3, 4, 4, 5, 6, 6, 6, 7, 8, 9, 4, 4 ])==[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 4]', 'assert consecutive_duplicates([10, 10, 15, 19, 18, 18, 17, 26, 26, 17, 18, 10])==[10, 15, 19, 18, 17, 26, 17, 18, 10]', ""assert consecutive_duplicates(['a', 'a', 'b', 'c', 'd', 'd'])==['a', 'b', 'c', 'd']"", ""assert consecutive_duplicates(['a', 'a', 'b', 'c', 'd', 'd', 'a', 'a'])==['a', 'b', 'c', 'd', 'a']""]","assert consecutive_duplicates([0, 0, 1, 2, 3, 4, 4, 5, 6, 6, 6, 7, 8, 9, 4, 4 ])==[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 4]",consecutive_duplicates
353,Write a function to find the lateral surface area of a cone given radius r and the height h.,"['assert lateralsurface_cone(5,12)==204.20352248333654', 'assert lateralsurface_cone(10,15)==566.3586699569488', 'assert lateralsurface_cone(19,17)==1521.8090132193388']","assert lateralsurface_cone(5,12)==204.20352248333654",lateralsurface_cone
354,"Write a function to replace all occurrences of spaces, commas, or dots with a colon.","[""assert replace_specialchar('Python language, Programming language.')==('Python:language::Programming:language:')"", ""assert replace_specialchar('a b c,d e f')==('a:b:c:d:e:f')"", ""assert replace_specialchar('ram reshma,ram rahim')==('ram:reshma:ram:rahim')""]","assert replace_specialchar('Python language, Programming language.')==('Python:language::Programming:language:')",replace_specialchar
355,Write a function to find the index of the first occurrence of a given number in a sorted array.,"['assert find_first_occurrence([2, 5, 5, 5, 6, 6, 8, 9, 9, 9], 5) == 1', 'assert find_first_occurrence([2, 3, 5, 5, 6, 6, 8, 9, 9, 9], 5) == 2', 'assert find_first_occurrence([2, 4, 1, 5, 6, 6, 8, 9, 9, 9], 6) == 4']","assert find_first_occurrence([2, 5, 5, 5, 6, 6, 8, 9, 9, 9], 5) == 1",find_first_occurrence
356,Write a python function to find sum of products of all possible sublists of a given list. https://www.geeksforgeeks.org/sum-of-products-of-all-possible-subarrays/,"['assert sum_Of_Subarray_Prod([1,2,3]) == 20', 'assert sum_Of_Subarray_Prod([1,2]) == 5', 'assert sum_Of_Subarray_Prod([1,2,3,4]) == 84']","assert sum_Of_Subarray_Prod([1,2,3]) == 20",sum_Of_Subarray_Prod
357,Write a python function to toggle bits of the number except the first and the last bit. https://www.geeksforgeeks.org/toggle-bits-number-expect-first-last-bits/,"['assert toggle_middle_bits(9) == 15', 'assert toggle_middle_bits(10) == 12', 'assert toggle_middle_bits(11) == 13', 'assert toggle_middle_bits(0b1000001) == 0b1111111', 'assert toggle_middle_bits(0b1001101) == 0b1110011']",assert toggle_middle_bits(9) == 15,toggle_middle_bits
358,Write a function to locate the left insertion point for a specified value in sorted order. https://www.w3resource.com/python-exercises/data-structures-and-algorithms/python-data-structure-exercise-24.php,"['assert left_insertion([1,2,4,5],6)==4', 'assert left_insertion([1,2,4,5],3)==2', 'assert left_insertion([1,2,4,5],7)==4']","assert left_insertion([1,2,4,5],6)==4",left_insertion
359,Write a function to check whether the given string is starting with a vowel or not using regex.,"['assert check_str(""annie"")', 'assert not check_str(""dawood"")', 'assert check_str(""Else"")']","assert check_str(""annie"")",check_str
360,Write a function to calculate the geometric sum of n-1. https://www.w3resource.com/python-exercises/data-structures-and-algorithms/python-recursion-exercise-9.php,"['assert geometric_sum(7) == 1.9921875', 'assert geometric_sum(4) == 1.9375', 'assert geometric_sum(8) == 1.99609375']",assert geometric_sum(7) == 1.9921875,geometric_sum
361,Write a python function to find the index of smallest triangular number with n digits. https://www.geeksforgeeks.org/index-of-smallest-triangular-number-with-n-digits/,"['assert find_Index(2) == 4', 'assert find_Index(3) == 14', 'assert find_Index(4) == 45']",assert find_Index(2) == 4,find_Index
362,Write a function to convert the given tuple to a key-value dictionary using adjacent elements. https://www.geeksforgeeks.org/python-convert-tuple-to-adjacent-pair-dictionary/,"['assert tuple_to_dict((1, 5, 7, 10, 13, 5)) == {1: 5, 7: 10, 13: 5}', 'assert tuple_to_dict((1, 2, 3, 4, 5, 6)) == {1: 2, 3: 4, 5: 6}', 'assert tuple_to_dict((7, 8, 9, 10, 11, 12)) == {7: 8, 9: 10, 11: 12}']","assert tuple_to_dict((1, 5, 7, 10, 13, 5)) == {1: 5, 7: 10, 13: 5}",tuple_to_dict
363,Write a python function to check whether all the characters are same or not.,"['assert all_Characters_Same(""python"") == False', 'assert all_Characters_Same(""aaa"") == True', 'assert all_Characters_Same(""data"") == False']","assert all_Characters_Same(""python"") == False",all_Characters_Same
364,Write a function to caluclate the area of a tetrahedron.,"['assert area_tetrahedron(3)==15.588457268119894', 'assert area_tetrahedron(20)==692.8203230275509', 'assert area_tetrahedron(10)==173.20508075688772']",assert area_tetrahedron(3)==15.588457268119894,area_tetrahedron
365,Write a function to rotate a given list by specified number of items to the right direction. https://www.geeksforgeeks.org/python-program-right-rotate-list-n/,"['assert rotate_right([1, 2, 3, 4, 5, 6, 7, 8, 9, 10],3)==[8, 9, 10, 1, 2, 3, 4, 5, 6, 7]', 'assert rotate_right([1, 2, 3, 4, 5, 6, 7, 8, 9, 10],2)==[9, 10, 1, 2, 3, 4, 5, 6, 7, 8]', 'assert rotate_right([1, 2, 3, 4, 5, 6, 7, 8, 9, 10],5)==[6, 7, 8, 9, 10, 1, 2, 3, 4, 5]']","assert rotate_right([1, 2, 3, 4, 5, 6, 7, 8, 9, 10],3)==[8, 9, 10, 1, 2, 3, 4, 5, 6, 7]",rotate_right
366,Write a function to check if the given tuple has any none value or not.,"['assert check_none((10, 4, 5, 6, None)) == True', 'assert check_none((7, 8, 9, 11, 14)) == False', 'assert check_none((1, 2, 3, 4, None)) == True']","assert check_none((10, 4, 5, 6, None)) == True",check_none
367,Write a function to find numbers within a given range from startnum ti endnum where every number is divisible by every digit it contains. https://www.w3resource.com/python-exercises/lambda/python-lambda-exercise-24.php,"['assert divisible_by_digits(1,22)==[1, 2, 3, 4, 5, 6, 7, 8, 9, 11, 12, 15, 22]', 'assert divisible_by_digits(1,15)==[1, 2, 3, 4, 5, 6, 7, 8, 9, 11, 12, 15]', 'assert divisible_by_digits(20,25)==[22, 24]']","assert divisible_by_digits(1,22)==[1, 2, 3, 4, 5, 6, 7, 8, 9, 11, 12, 15, 22]",divisible_by_digits
